fileserver.copyroom.hut	ginger.girl.hut	49
fileserver.copyroom.hut	ginger.girl.hut	3332
fileserver.copyroom.hut	offshore.wreck	5122
gilligan.crew.hut	ginger.girl.hut	56
professor.hut	gilligan.crew.hut	4554
gilligan.crew.hut	laser3.copyroom.hut	6531
skipper.crew.hut	fileserver.copyroom.hut	509
fileserver.copyroom.hut	fileserver.copyroom.hut	1914
offshore.wreck	gilligan.crew.hut	9884
ginger.girl.hut	gilligan.crew.hut	1609
laser3.copyroom.hut	ginger.girl.hut	72
maryann.girl.hut	ginger.girl.hut	9635
professor.hut	professor.hut	5129
professor.hut	ginger.girl.hut	993
laser3.copyroom.hut	gilligan.crew.hut	590
skipper.crew.hut	fileserver.copyroom.hut	5014
gilligan.crew.hut	fileserver.copyroom.hut	6664
maryann.girl.hut	offshore.wreck	2315
offshore.wreck	laser3.copyroom.hut	5365
gilligan.crew.hut	skipper.crew.hut	1595
gilligan.crew.hut	offshore.wreck	6350
offshore.wreck	laser3.copyroom.hut	5386
ginger.girl.hut	fileserver.copyroom.hut	8781
skipper.crew.hut	ginger.girl.hut	9657
laser3.copyroom.hut	laser3.copyroom.hut	4138
maryann.girl.hut	maryann.girl.hut	4061
gilligan.crew.hut	offshore.wreck	9968
offshore.wreck	laser3.copyroom.hut	624
maryann.girl.hut	offshore.wreck	5390
offshore.wreck	offshore.wreck	7744
laser3.copyroom.hut	fileserver.copyroom.hut	7182
maryann.girl.hut	professor.hut	950
laser3.copyroom.hut	laser3.copyroom.hut	5082
professor.hut	ginger.girl.hut	7690
fileserver.copyroom.hut	ginger.girl.hut	4165
gilligan.crew.hut	offshore.wreck	9649
skipper.crew.hut	professor.hut	5262
ginger.girl.hut	laser3.copyroom.hut	8275
offshore.wreck	gilligan.crew.hut	6573
gilligan.crew.hut	gilligan.crew.hut	3731
fileserver.copyroom.hut	professor.hut	349
maryann.girl.hut	fileserver.copyroom.hut	4764
professor.hut	maryann.girl.hut	9116
professor.hut	gilligan.crew.hut	482
gilligan.crew.hut	skipper.crew.hut	6020
ginger.girl.hut	gilligan.crew.hut	7645
laser3.copyroom.hut	laser3.copyroom.hut	9881
laser3.copyroom.hut	ginger.girl.hut	8542
professor.hut	ginger.girl.hut	309
professor.hut	offshore.wreck	1964
gilligan.crew.hut	maryann.girl.hut	5560
skipper.crew.hut	skipper.crew.hut	3151
fileserver.copyroom.hut	professor.hut	1344
ginger.girl.hut	skipper.crew.hut	4932
skipper.crew.hut	professor.hut	2197
laser3.copyroom.hut	skipper.crew.hut	6951
fileserver.copyroom.hut	laser3.copyroom.hut	792
skipper.crew.hut	laser3.copyroom.hut	165
gilligan.crew.hut	maryann.girl.hut	8593
skipper.crew.hut	professor.hut	1739
ginger.girl.hut	offshore.wreck	8916
maryann.girl.hut	offshore.wreck	4736
laser3.copyroom.hut	offshore.wreck	331
ginger.girl.hut	offshore.wreck	9388
professor.hut	offshore.wreck	9418
fileserver.copyroom.hut	skipper.crew.hut	435
fileserver.copyroom.hut	fileserver.copyroom.hut	9384
skipper.crew.hut	professor.hut	472
maryann.girl.hut	ginger.girl.hut	5320
professor.hut	maryann.girl.hut	1801
ginger.girl.hut	ginger.girl.hut	8731
offshore.wreck	fileserver.copyroom.hut	6228
skipper.crew.hut	laser3.copyroom.hut	1548
offshore.wreck	fileserver.copyroom.hut	6081
fileserver.copyroom.hut	professor.hut	862
professor.hut	laser3.copyroom.hut	5551
laser3.copyroom.hut	professor.hut	3188
offshore.wreck	laser3.copyroom.hut	8879
professor.hut	gilligan.crew.hut	9523
professor.hut	fileserver.copyroom.hut	1411
professor.hut	maryann.girl.hut	8248
fileserver.copyroom.hut	maryann.girl.hut	182
gilligan.crew.hut	professor.hut	2724
gilligan.crew.hut	ginger.girl.hut	6010
offshore.wreck	skipper.crew.hut	5
skipper.crew.hut	offshore.wreck	9368
professor.hut	maryann.girl.hut	2665
offshore.wreck	ginger.girl.hut	7340
gilligan.crew.hut	professor.hut	1378
maryann.girl.hut	maryann.girl.hut	1811
laser3.copyroom.hut	gilligan.crew.hut	1627
gilligan.crew.hut	ginger.girl.hut	539
gilligan.crew.hut	professor.hut	4380
laser3.copyroom.hut	fileserver.copyroom.hut	455
ginger.girl.hut	offshore.wreck	7513
ginger.girl.hut	laser3.copyroom.hut	180
skipper.crew.hut	professor.hut	3454
laser3.copyroom.hut	professor.hut	1361
ginger.girl.hut	skipper.crew.hut	5144
laser3.copyroom.hut	gilligan.crew.hut	6846
ginger.girl.hut	laser3.copyroom.hut	6615
gilligan.crew.hut	fileserver.copyroom.hut	5189
laser3.copyroom.hut	gilligan.crew.hut	9679
offshore.wreck	maryann.girl.hut	6055
maryann.girl.hut	professor.hut	2022
offshore.wreck	skipper.crew.hut	5992
skipper.crew.hut	fileserver.copyroom.hut	2946
maryann.girl.hut	fileserver.copyroom.hut	5666
professor.hut	professor.hut	6212
professor.hut	maryann.girl.hut	3005
offshore.wreck	laser3.copyroom.hut	6799
skipper.crew.hut	maryann.girl.hut	878
fileserver.copyroom.hut	ginger.girl.hut	189
offshore.wreck	offshore.wreck	316
offshore.wreck	professor.hut	5761
fileserver.copyroom.hut	fileserver.copyroom.hut	3048
fileserver.copyroom.hut	offshore.wreck	9343
offshore.wreck	ginger.girl.hut	7736
laser3.copyroom.hut	ginger.girl.hut	3729
skipper.crew.hut	professor.hut	9793
ginger.girl.hut	gilligan.crew.hut	6452
professor.hut	ginger.girl.hut	4947
skipper.crew.hut	maryann.girl.hut	1922
offshore.wreck	skipper.crew.hut	1963
offshore.wreck	ginger.girl.hut	4472
professor.hut	offshore.wreck	184
professor.hut	professor.hut	1817
laser3.copyroom.hut	skipper.crew.hut	6334
gilligan.crew.hut	maryann.girl.hut	8188
maryann.girl.hut	fileserver.copyroom.hut	6465
offshore.wreck	professor.hut	2766
fileserver.copyroom.hut	offshore.wreck	7648
maryann.girl.hut	gilligan.crew.hut	4114
laser3.copyroom.hut	fileserver.copyroom.hut	8671
laser3.copyroom.hut	fileserver.copyroom.hut	8195
offshore.wreck	maryann.girl.hut	6508
maryann.girl.hut	ginger.girl.hut	4106
fileserver.copyroom.hut	professor.hut	6755
ginger.girl.hut	offshore.wreck	1815
offshore.wreck	skipper.crew.hut	412
offshore.wreck	gilligan.crew.hut	5226
ginger.girl.hut	ginger.girl.hut	5892
professor.hut	ginger.girl.hut	9519
professor.hut	offshore.wreck	9042
professor.hut	maryann.girl.hut	1519
laser3.copyroom.hut	skipper.crew.hut	7492
offshore.wreck	gilligan.crew.hut	8458
gilligan.crew.hut	gilligan.crew.hut	4875
offshore.wreck	offshore.wreck	9907
professor.hut	skipper.crew.hut	3676
skipper.crew.hut	gilligan.crew.hut	258
skipper.crew.hut	skipper.crew.hut	9961
skipper.crew.hut	skipper.crew.hut	4608
fileserver.copyroom.hut	professor.hut	6797
fileserver.copyroom.hut	fileserver.copyroom.hut	4912
ginger.girl.hut	laser3.copyroom.hut	5782
professor.hut	skipper.crew.hut	1979
maryann.girl.hut	ginger.girl.hut	8952
fileserver.copyroom.hut	gilligan.crew.hut	8494
skipper.crew.hut	gilligan.crew.hut	7616
maryann.girl.hut	professor.hut	9794
professor.hut	ginger.girl.hut	9806
ginger.girl.hut	laser3.copyroom.hut	5409
gilligan.crew.hut	fileserver.copyroom.hut	7675
laser3.copyroom.hut	ginger.girl.hut	3549
laser3.copyroom.hut	offshore.wreck	4451
gilligan.crew.hut	laser3.copyroom.hut	2252
ginger.girl.hut	gilligan.crew.hut	3076
ginger.girl.hut	laser3.copyroom.hut	4024
gilligan.crew.hut	laser3.copyroom.hut	3006
professor.hut	laser3.copyroom.hut	8988
offshore.wreck	skipper.crew.hut	8729
fileserver.copyroom.hut	fileserver.copyroom.hut	8953
ginger.girl.hut	laser3.copyroom.hut	6203
laser3.copyroom.hut	offshore.wreck	6597
maryann.girl.hut	offshore.wreck	590
laser3.copyroom.hut	gilligan.crew.hut	1091
professor.hut	gilligan.crew.hut	3775
maryann.girl.hut	maryann.girl.hut	1807
gilligan.crew.hut	maryann.girl.hut	8092
fileserver.copyroom.hut	maryann.girl.hut	1376
skipper.crew.hut	skipper.crew.hut	6992
ginger.girl.hut	laser3.copyroom.hut	6185
laser3.copyroom.hut	professor.hut	3550
ginger.girl.hut	skipper.crew.hut	159
gilligan.crew.hut	skipper.crew.hut	1581
gilligan.crew.hut	ginger.girl.hut	1693
gilligan.crew.hut	professor.hut	965
fileserver.copyroom.hut	skipper.crew.hut	107
fileserver.copyroom.hut	maryann.girl.hut	372
offshore.wreck	offshore.wreck	9538
offshore.wreck	ginger.girl.hut	3005
ginger.girl.hut	gilligan.crew.hut	9382
professor.hut	offshore.wreck	5721
offshore.wreck	professor.hut	6592
fileserver.copyroom.hut	professor.hut	6549
ginger.girl.hut	offshore.wreck	3664
gilligan.crew.hut	laser3.copyroom.hut	3775
gilligan.crew.hut	offshore.wreck	138
professor.hut	skipper.crew.hut	8400
fileserver.copyroom.hut	offshore.wreck	5918
professor.hut	fileserver.copyroom.hut	6392
gilligan.crew.hut	maryann.girl.hut	9705
ginger.girl.hut	skipper.crew.hut	792
gilligan.crew.hut	skipper.crew.hut	6073
maryann.girl.hut	skipper.crew.hut	1599
gilligan.crew.hut	professor.hut	5398
offshore.wreck	fileserver.copyroom.hut	3710
fileserver.copyroom.hut	ginger.girl.hut	1717
offshore.wreck	maryann.girl.hut	1177
offshore.wreck	professor.hut	7464
professor.hut	gilligan.crew.hut	8592
maryann.girl.hut	laser3.copyroom.hut	220
professor.hut	gilligan.crew.hut	9955
ginger.girl.hut	laser3.copyroom.hut	7762
professor.hut	offshore.wreck	6623
laser3.copyroom.hut	skipper.crew.hut	2271
offshore.wreck	gilligan.crew.hut	7827
fileserver.copyroom.hut	laser3.copyroom.hut	1982
maryann.girl.hut	laser3.copyroom.hut	8823
maryann.girl.hut	gilligan.crew.hut	3632
maryann.girl.hut	maryann.girl.hut	3968
ginger.girl.hut	fileserver.copyroom.hut	2533
laser3.copyroom.hut	fileserver.copyroom.hut	3806
gilligan.crew.hut	professor.hut	2962
maryann.girl.hut	fileserver.copyroom.hut	6381
skipper.crew.hut	maryann.girl.hut	7338
maryann.girl.hut	maryann.girl.hut	154
offshore.wreck	professor.hut	8040
maryann.girl.hut	maryann.girl.hut	6209
ginger.girl.hut	ginger.girl.hut	4582
offshore.wreck	gilligan.crew.hut	1654
offshore.wreck	fileserver.copyroom.hut	4824
gilligan.crew.hut	laser3.copyroom.hut	9319
gilligan.crew.hut	maryann.girl.hut	8949
skipper.crew.hut	fileserver.copyroom.hut	6177
ginger.girl.hut	ginger.girl.hut	4901
fileserver.copyroom.hut	skipper.crew.hut	931
laser3.copyroom.hut	ginger.girl.hut	829
offshore.wreck	ginger.girl.hut	9161
fileserver.copyroom.hut	gilligan.crew.hut	8347
fileserver.copyroom.hut	laser3.copyroom.hut	7522
professor.hut	offshore.wreck	7346
gilligan.crew.hut	maryann.girl.hut	4888
ginger.girl.hut	offshore.wreck	4430
professor.hut	ginger.girl.hut	3322
skipper.crew.hut	laser3.copyroom.hut	7311
professor.hut	gilligan.crew.hut	7802
ginger.girl.hut	offshore.wreck	537
skipper.crew.hut	offshore.wreck	2296
ginger.girl.hut	ginger.girl.hut	1960
skipper.crew.hut	ginger.girl.hut	9957
ginger.girl.hut	laser3.copyroom.hut	5864
maryann.girl.hut	maryann.girl.hut	5972
fileserver.copyroom.hut	skipper.crew.hut	8756
fileserver.copyroom.hut	gilligan.crew.hut	2432
maryann.girl.hut	maryann.girl.hut	6601
maryann.girl.hut	maryann.girl.hut	9707
fileserver.copyroom.hut	ginger.girl.hut	6963
gilligan.crew.hut	fileserver.copyroom.hut	9621
professor.hut	fileserver.copyroom.hut	1482
professor.hut	laser3.copyroom.hut	6155
gilligan.crew.hut	maryann.girl.hut	4894
ginger.girl.hut	fileserver.copyroom.hut	7331
skipper.crew.hut	maryann.girl.hut	3599
gilligan.crew.hut	professor.hut	2798
ginger.girl.hut	offshore.wreck	9860
skipper.crew.hut	skipper.crew.hut	3326
professor.hut	laser3.copyroom.hut	6395
fileserver.copyroom.hut	ginger.girl.hut	7399
ginger.girl.hut	offshore.wreck	1204
ginger.girl.hut	fileserver.copyroom.hut	2511
professor.hut	skipper.crew.hut	8952
gilligan.crew.hut	offshore.wreck	160
skipper.crew.hut	laser3.copyroom.hut	4349
laser3.copyroom.hut	skipper.crew.hut	6496
ginger.girl.hut	ginger.girl.hut	319
professor.hut	ginger.girl.hut	7091
skipper.crew.hut	skipper.crew.hut	2492
gilligan.crew.hut	gilligan.crew.hut	7391
professor.hut	maryann.girl.hut	1998
professor.hut	offshore.wreck	5500
professor.hut	laser3.copyroom.hut	2001
laser3.copyroom.hut	professor.hut	9976
ginger.girl.hut	gilligan.crew.hut	6438
ginger.girl.hut	laser3.copyroom.hut	8604
skipper.crew.hut	laser3.copyroom.hut	5538
gilligan.crew.hut	maryann.girl.hut	1846
gilligan.crew.hut	laser3.copyroom.hut	1768
ginger.girl.hut	skipper.crew.hut	2634
laser3.copyroom.hut	fileserver.copyroom.hut	2489
ginger.girl.hut	ginger.girl.hut	2843
professor.hut	laser3.copyroom.hut	5984
ginger.girl.hut	gilligan.crew.hut	1590
gilligan.crew.hut	gilligan.crew.hut	2107
ginger.girl.hut	skipper.crew.hut	8448
professor.hut	maryann.girl.hut	8791
gilligan.crew.hut	skipper.crew.hut	3389
offshore.wreck	skipper.crew.hut	9527
maryann.girl.hut	fileserver.copyroom.hut	5292
laser3.copyroom.hut	skipper.crew.hut	5471
skipper.crew.hut	skipper.crew.hut	7692
skipper.crew.hut	laser3.copyroom.hut	5853
skipper.crew.hut	maryann.girl.hut	4537
ginger.girl.hut	offshore.wreck	3095
fileserver.copyroom.hut	professor.hut	2533
skipper.crew.hut	professor.hut	9213
offshore.wreck	gilligan.crew.hut	2344
skipper.crew.hut	offshore.wreck	6397
skipper.crew.hut	fileserver.copyroom.hut	972
professor.hut	skipper.crew.hut	6075
maryann.girl.hut	maryann.girl.hut	8417
fileserver.copyroom.hut	professor.hut	4613
fileserver.copyroom.hut	professor.hut	3825
laser3.copyroom.hut	offshore.wreck	9281
fileserver.copyroom.hut	fileserver.copyroom.hut	9025
laser3.copyroom.hut	professor.hut	4919
laser3.copyroom.hut	skipper.crew.hut	2817
gilligan.crew.hut	skipper.crew.hut	7879
laser3.copyroom.hut	skipper.crew.hut	672
offshore.wreck	fileserver.copyroom.hut	5890
ginger.girl.hut	laser3.copyroom.hut	4731
maryann.girl.hut	fileserver.copyroom.hut	1695
maryann.girl.hut	fileserver.copyroom.hut	3538
laser3.copyroom.hut	ginger.girl.hut	1259
laser3.copyroom.hut	fileserver.copyroom.hut	27
gilligan.crew.hut	ginger.girl.hut	2125
professor.hut	skipper.crew.hut	9165
skipper.crew.hut	offshore.wreck	447
ginger.girl.hut	professor.hut	4249
laser3.copyroom.hut	offshore.wreck	7164
fileserver.copyroom.hut	fileserver.copyroom.hut	6774
ginger.girl.hut	maryann.girl.hut	5653
laser3.copyroom.hut	fileserver.copyroom.hut	2105
ginger.girl.hut	fileserver.copyroom.hut	9496
skipper.crew.hut	offshore.wreck	4794
maryann.girl.hut	skipper.crew.hut	3201
fileserver.copyroom.hut	maryann.girl.hut	8592
professor.hut	offshore.wreck	8504
laser3.copyroom.hut	offshore.wreck	4228
laser3.copyroom.hut	fileserver.copyroom.hut	9310
maryann.girl.hut	maryann.girl.hut	9596
ginger.girl.hut	skipper.crew.hut	1220
fileserver.copyroom.hut	professor.hut	4571
maryann.girl.hut	maryann.girl.hut	2164
gilligan.crew.hut	offshore.wreck	3255
skipper.crew.hut	gilligan.crew.hut	272
ginger.girl.hut	professor.hut	82
professor.hut	skipper.crew.hut	5233
offshore.wreck	laser3.copyroom.hut	9534
professor.hut	gilligan.crew.hut	4328
offshore.wreck	maryann.girl.hut	8966
professor.hut	fileserver.copyroom.hut	3085
ginger.girl.hut	skipper.crew.hut	7166
fileserver.copyroom.hut	laser3.copyroom.hut	4798
laser3.copyroom.hut	ginger.girl.hut	2842
fileserver.copyroom.hut	laser3.copyroom.hut	4841
maryann.girl.hut	maryann.girl.hut	6713
fileserver.copyroom.hut	ginger.girl.hut	1889
laser3.copyroom.hut	gilligan.crew.hut	1814
professor.hut	ginger.girl.hut	879
gilligan.crew.hut	laser3.copyroom.hut	5286
laser3.copyroom.hut	ginger.girl.hut	9669
ginger.girl.hut	laser3.copyroom.hut	7447
skipper.crew.hut	skipper.crew.hut	2035
gilligan.crew.hut	professor.hut	629
maryann.girl.hut	maryann.girl.hut	8372
skipper.crew.hut	gilligan.crew.hut	3339
professor.hut	professor.hut	3521
fileserver.copyroom.hut	fileserver.copyroom.hut	67
offshore.wreck	offshore.wreck	8746
laser3.copyroom.hut	offshore.wreck	300
ginger.girl.hut	laser3.copyroom.hut	6852
gilligan.crew.hut	laser3.copyroom.hut	7445
fileserver.copyroom.hut	offshore.wreck	7266
ginger.girl.hut	maryann.girl.hut	80
laser3.copyroom.hut	ginger.girl.hut	5621
skipper.crew.hut	fileserver.copyroom.hut	9696
gilligan.crew.hut	offshore.wreck	8111
laser3.copyroom.hut	maryann.girl.hut	1061
maryann.girl.hut	offshore.wreck	5915
offshore.wreck	laser3.copyroom.hut	4348
offshore.wreck	gilligan.crew.hut	2118
gilligan.crew.hut	ginger.girl.hut	9654
ginger.girl.hut	laser3.copyroom.hut	105
maryann.girl.hut	fileserver.copyroom.hut	2023
gilligan.crew.hut	maryann.girl.hut	9767
laser3.copyroom.hut	ginger.girl.hut	8449
laser3.copyroom.hut	gilligan.crew.hut	6759
gilligan.crew.hut	professor.hut	41
ginger.girl.hut	laser3.copyroom.hut	3538
offshore.wreck	ginger.girl.hut	3352
laser3.copyroom.hut	offshore.wreck	7366
fileserver.copyroom.hut	skipper.crew.hut	7406
skipper.crew.hut	offshore.wreck	9566
ginger.girl.hut	professor.hut	6575
skipper.crew.hut	maryann.girl.hut	7563
offshore.wreck	ginger.girl.hut	19
offshore.wreck	skipper.crew.hut	3130
ginger.girl.hut	ginger.girl.hut	5629
skipper.crew.hut	professor.hut	1793
professor.hut	professor.hut	1584
skipper.crew.hut	ginger.girl.hut	1669
ginger.girl.hut	offshore.wreck	3606
fileserver.copyroom.hut	offshore.wreck	3051
skipper.crew.hut	maryann.girl.hut	8504
professor.hut	skipper.crew.hut	1026
professor.hut	offshore.wreck	6484
offshore.wreck	offshore.wreck	5937
fileserver.copyroom.hut	ginger.girl.hut	909
laser3.copyroom.hut	skipper.crew.hut	9866
gilligan.crew.hut	gilligan.crew.hut	5694
maryann.girl.hut	gilligan.crew.hut	1178
professor.hut	gilligan.crew.hut	705
skipper.crew.hut	professor.hut	6551
ginger.girl.hut	maryann.girl.hut	630
offshore.wreck	ginger.girl.hut	2467
ginger.girl.hut	offshore.wreck	6982
professor.hut	laser3.copyroom.hut	6272
gilligan.crew.hut	gilligan.crew.hut	6286
laser3.copyroom.hut	gilligan.crew.hut	3781
skipper.crew.hut	laser3.copyroom.hut	9202
skipper.crew.hut	maryann.girl.hut	1590
maryann.girl.hut	gilligan.crew.hut	6214
fileserver.copyroom.hut	gilligan.crew.hut	3803
professor.hut	professor.hut	5868
fileserver.copyroom.hut	skipper.crew.hut	328
gilligan.crew.hut	gilligan.crew.hut	3916
offshore.wreck	fileserver.copyroom.hut	7640
fileserver.copyroom.hut	maryann.girl.hut	6845
skipper.crew.hut	offshore.wreck	3471
offshore.wreck	professor.hut	5579
skipper.crew.hut	professor.hut	8596
ginger.girl.hut	offshore.wreck	8643
offshore.wreck	fileserver.copyroom.hut	5605
skipper.crew.hut	skipper.crew.hut	648
fileserver.copyroom.hut	gilligan.crew.hut	318
laser3.copyroom.hut	professor.hut	5647
gilligan.crew.hut	offshore.wreck	8593
gilligan.crew.hut	gilligan.crew.hut	1323
fileserver.copyroom.hut	ginger.girl.hut	3301
skipper.crew.hut	laser3.copyroom.hut	5032
offshore.wreck	ginger.girl.hut	8672
gilligan.crew.hut	fileserver.copyroom.hut	8204
maryann.girl.hut	skipper.crew.hut	7799
ginger.girl.hut	professor.hut	6566
fileserver.copyroom.hut	skipper.crew.hut	9654
maryann.girl.hut	gilligan.crew.hut	2522
fileserver.copyroom.hut	ginger.girl.hut	5777
skipper.crew.hut	skipper.crew.hut	333
ginger.girl.hut	fileserver.copyroom.hut	3262
professor.hut	ginger.girl.hut	9727
professor.hut	skipper.crew.hut	8223
fileserver.copyroom.hut	offshore.wreck	9048
maryann.girl.hut	offshore.wreck	8118
offshore.wreck	ginger.girl.hut	8591
laser3.copyroom.hut	laser3.copyroom.hut	6299
maryann.girl.hut	ginger.girl.hut	7737
skipper.crew.hut	maryann.girl.hut	4086
skipper.crew.hut	laser3.copyroom.hut	1914
fileserver.copyroom.hut	gilligan.crew.hut	8052
skipper.crew.hut	maryann.girl.hut	1507
skipper.crew.hut	maryann.girl.hut	9552
ginger.girl.hut	gilligan.crew.hut	1780
maryann.girl.hut	maryann.girl.hut	9402
laser3.copyroom.hut	offshore.wreck	3436
offshore.wreck	maryann.girl.hut	8003
offshore.wreck	professor.hut	5000
fileserver.copyroom.hut	professor.hut	3675
skipper.crew.hut	maryann.girl.hut	4750
ginger.girl.hut	offshore.wreck	2650
maryann.girl.hut	laser3.copyroom.hut	3752
fileserver.copyroom.hut	ginger.girl.hut	7829
gilligan.crew.hut	maryann.girl.hut	712
ginger.girl.hut	skipper.crew.hut	5756
skipper.crew.hut	fileserver.copyroom.hut	6767
fileserver.copyroom.hut	maryann.girl.hut	2836
offshore.wreck	offshore.wreck	9538
professor.hut	fileserver.copyroom.hut	3086
professor.hut	offshore.wreck	7121
gilligan.crew.hut	gilligan.crew.hut	7261
professor.hut	offshore.wreck	1356
gilligan.crew.hut	gilligan.crew.hut	5181
professor.hut	maryann.girl.hut	1347
professor.hut	ginger.girl.hut	6335
fileserver.copyroom.hut	laser3.copyroom.hut	7198
ginger.girl.hut	ginger.girl.hut	946
laser3.copyroom.hut	offshore.wreck	9118
offshore.wreck	gilligan.crew.hut	7715
maryann.girl.hut	professor.hut	8443
gilligan.crew.hut	ginger.girl.hut	6716
fileserver.copyroom.hut	offshore.wreck	4182
maryann.girl.hut	professor.hut	1210
fileserver.copyroom.hut	ginger.girl.hut	8237
professor.hut	gilligan.crew.hut	5151
ginger.girl.hut	laser3.copyroom.hut	1884
gilligan.crew.hut	laser3.copyroom.hut	4320
maryann.girl.hut	professor.hut	3527
skipper.crew.hut	fileserver.copyroom.hut	4089
offshore.wreck	professor.hut	954
professor.hut	offshore.wreck	2043
offshore.wreck	skipper.crew.hut	8520
laser3.copyroom.hut	gilligan.crew.hut	288
fileserver.copyroom.hut	skipper.crew.hut	2053
laser3.copyroom.hut	ginger.girl.hut	6704
fileserver.copyroom.hut	professor.hut	3840
ginger.girl.hut	offshore.wreck	7341
skipper.crew.hut	gilligan.crew.hut	767
skipper.crew.hut	professor.hut	7151
professor.hut	skipper.crew.hut	5488
maryann.girl.hut	ginger.girl.hut	300
skipper.crew.hut	professor.hut	1473
ginger.girl.hut	laser3.copyroom.hut	2475
gilligan.crew.hut	maryann.girl.hut	1043
maryann.girl.hut	ginger.girl.hut	1810
maryann.girl.hut	skipper.crew.hut	2217
fileserver.copyroom.hut	fileserver.copyroom.hut	1256
offshore.wreck	offshore.wreck	8359
gilligan.crew.hut	laser3.copyroom.hut	9844
offshore.wreck	fileserver.copyroom.hut	977
professor.hut	offshore.wreck	6152
professor.hut	offshore.wreck	2437
fileserver.copyroom.hut	skipper.crew.hut	5318
offshore.wreck	offshore.wreck	5276
skipper.crew.hut	skipper.crew.hut	5720
laser3.copyroom.hut	laser3.copyroom.hut	6075
professor.hut	fileserver.copyroom.hut	7580
laser3.copyroom.hut	fileserver.copyroom.hut	161
professor.hut	fileserver.copyroom.hut	537
ginger.girl.hut	skipper.crew.hut	8374
laser3.copyroom.hut	maryann.girl.hut	6651
fileserver.copyroom.hut	laser3.copyroom.hut	2205
fileserver.copyroom.hut	laser3.copyroom.hut	1612
